indx,book_id,isbn13,authors,original_title,average_rating,ratings_count,image_url
2003,9590,9.78039E+12,Kurt Vonnegut Jr.,"God Bless You, Mr Rosewater or Pearls before Swine",3.94,40353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2040,2152,9.78045E+12,Karen Joy Fowler,The Jane Austen Book Club,3.07,53128,https://images.gr-assets.com/books/1309282966m/2152.jpg
2046,1375,9.78015E+12,"Homer, Robert Fagles, Bernard Knox",Ἰλιάς ; Ὀδύσσεια,4.03,47825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2048,6882,9.78006E+12,Henri Charrière,Papillon,4.23,39073,https://images.gr-assets.com/books/1327865561m/6882.jpg
2071,4985,9.78039E+12,Kurt Vonnegut Jr.,Welcome to the Monkey House,4.13,40071,https://images.gr-assets.com/books/1381107552m/4985.jpg
2073,2279,9.78067E+12,David McCullough,Truman,4.15,53088,https://images.gr-assets.com/books/1364681969m/2279.jpg
2075,7788,9.78081E+12,"Dr. Seuss, Various",The Cat in the Hat and Other Dr. Seuss Favorites,4.41,46279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2089,6150,9.78074E+12,Alan Paton,"Cry, The Beloved Country",3.87,47389,https://images.gr-assets.com/books/1344182368m/6150.jpg
2092,4268,9.78343E+12,Nick Hornby,How to Be Good,3.18,37497,https://images.gr-assets.com/books/1327935893m/4268.jpg
2116,5038,9.78077E+12,Terry Goodkind,The Pillars of Creation,3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2117,4122,9.78006E+12,"James C. Collins, Jerry I. Porras",Built to Last: Successful Habits of Visionary Companies,3.98,39618,https://images.gr-assets.com/books/1412047084m/4122.jpg
2137,5517,9.78038E+12,Lorraine Hansberry,A Raisin in the Sun,3.72,44237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2146,4912,9.78001E+12,Frank McCourt,Tis: A Memoir,3.66,40726,https://images.gr-assets.com/books/1375947803m/4912.jpg
2161,5453,9.78039E+12,Ann Brashares,Forever in Blue: The Fourth Summer of the Sisterhood,3.8,56113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2165,9370,9.78184E+12,Tom Robbins,Skinny Legs and All,4.03,32991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2170,27,9.78038E+12,Bill Bryson,Neither Here Nor There: Travels in Europe,3.88,42170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2186,4806,9.7808E+12,"Dava Sobel, Neil Armstrong",Longitude,3.95,38151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2209,998,9.78067E+12,"Thomas J. Stanley, William D. Danko",The Millionaire Next Door: The Surprising Secrets of America's Wealthy,4,43937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2212,26,9.78006E+12,Bill Bryson,The Lost Continent: Travels in Small-Town America,3.83,40254,https://images.gr-assets.com/books/1404042682m/26.jpg
2215,8248,9.78006E+12,"Laura Ingalls Wilder, Garth Williams",By the Shores of Silver Lake,4.16,51640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2227,431,9.78014E+12,"Paul Auster, Art Spiegelman",The New York Trilogy,3.92,34730,https://images.gr-assets.com/books/1386924429m/431.jpg
2229,5114,9.78032E+12,J.D. Salinger,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",4.11,36751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2230,7455,9.78045E+12,Candace Bushnell,Sex and the City,3.37,39710,https://images.gr-assets.com/books/1344270731m/7455.jpg
2254,1715,9.78014E+12,"Ovid, David Raeburn, Denis Feeney",Metamorphoses,4.03,42590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2266,6520,9.78159E+12,James Frey,My Friend Leonard,3.83,34996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2323,2255,9.78193E+12,Dan Millman,Way of the Peaceful Warrior: A Book That Changes Lives,4.13,34136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2335,9517,9.78038E+12,"Marjane Satrapi, Anjali Singh",Persepolis 2,4.23,45718,https://images.gr-assets.com/books/1327865598m/9517.jpg
2357,1303,9.78014E+12,"Robert Greene, Joost Elffers",The 48 Laws of Power,4.18,37613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2371,2442,9.78006E+12,Terry Pratchett,Witches Abroad,4.2,47875,https://images.gr-assets.com/books/1403326937m/2442.jpg
2373,117,9.78044E+12,Frank Herbert,Heretics of Dune,3.83,40415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2380,2715,9.78014E+12,Mark Kurlansky,Salt: A World History,3.73,39402,https://images.gr-assets.com/books/1414608893m/2715.jpg
2388,3758,9.78014E+12,Ian Fleming,Casino Royale,3.73,39150,https://images.gr-assets.com/books/1497801490m/3758.jpg
2403,4004,9.78072E+12,"Paulo Coelho, Alan R. Clarke",O Diário de um Mago,3.64,28283,https://images.gr-assets.com/books/1307909268m/4004.jpg
2428,6614,9.78079E+12,Candace Bushnell,Lipstick Jungle,3.39,35792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2434,9597,9.78039E+12,Kurt Vonnegut Jr.,Player Piano,3.85,34362,https://images.gr-assets.com/books/1488041609m/9597.jpg
2438,8282,9.78006E+12,"Laura Ingalls Wilder, Garth Williams","The Long Winter (Little House, #6)",4.16,54443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2446,8647,9.78184E+12,Orson Scott Card,Shadow of the Giant,3.98,37479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2455,5357,9.7801E+12,John Grisham,Skipping Christmas,3.47,39486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2459,5197,9.78038E+12,Ernest J. Gaines,A Lesson Before Dying,3.93,40651,https://images.gr-assets.com/books/1405866945m/5197.jpg
2473,7668,9.78061E+12,Michael Crichton,Rising Sun,3.61,38179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2480,8732,9.78014E+12,John Steinbeck,The Red Pony,3.42,37535,https://images.gr-assets.com/books/1391231816m/8732.jpg
2482,5159,9.78043E+12,Alice Hoffman,Here on Earth,3.68,38954,https://images.gr-assets.com/books/1388299278m/5159.jpg
2489,9303,9.78006E+12,Marian Keyes,Lucy Sullivan is Getting Married,3.74,38473,https://images.gr-assets.com/books/1407707569m/9303.jpg
2494,4135,9.78045E+12,Amy Sedaris,I Like You: Hospitality Under the Influence,3.87,34212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2499,6667,9.78014E+12,"Roald Dahl, Quentin Blake",Boy: Tales of Childhood,4.09,38240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2520,5167,9.78045E+12,Lalita Tademy,Cane River,4.04,38013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2526,2265,9.78043E+12,"Lance Armstrong, Sally Jenkins",It's Not About the Bike: My Journey Back to Life,3.72,31963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2547,5720,9.78043E+12,Tom Clancy,Rainbow Six,4.07,35278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2558,4898,9.78159E+12,"W. Chan Kim, Renée Mauborgne",Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,3.86,30665,https://images.gr-assets.com/books/1416445924m/4898.jpg
2565,6709,9.78158E+12,Eckhart Tolle,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",4.25,29256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2569,9809,9.78016E+12,"Italo Calvino, William Weaver",Le città invisibili,4.19,32253,https://images.gr-assets.com/books/1468623303m/9809.jpg
2594,3873,9.78052E+12,Karen Armstrong,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",3.85,32506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2596,5932,9.78014E+12,"Pablo Neruda, W.S. Merwin, Cristina García",Veinte poemas de amor y una canción desesperada,4.33,31606,https://images.gr-assets.com/books/1447622711m/5932.jpg
2604,6588,9.78045E+12,James Patterson,The Big Bad Wolf,3.97,37060,https://images.gr-assets.com/books/1388328154m/6588.jpg
2608,6690,9.78038E+12,"Roald Dahl, Quentin Blake",Danny: The Champion of the World,4.07,39802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2610,1192,9.7814E+12,Giada De Laurentiis,Everyday Italian: 125 Simple and Delicious Recipes,3.97,32751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2611,6537,9.78043E+12,Patricia Cornwell,From Potter's Field,4.02,41377,https://images.gr-assets.com/books/1309209800m/6537.jpg
2623,8962,9.78032E+12,Darren Shan,"Cirque Du Freak (Cirque du Freak, #1) ",4.07,38753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2632,4979,9.78081E+12,Kurt Vonnegut Jr.,A Man Without a Country,4.07,29859,https://images.gr-assets.com/books/1330997432m/4979.jpg
2667,9912,9.78068E+12,Bret Easton Ellis,The Rules of Attraction,3.71,29456,https://images.gr-assets.com/books/1468426907m/9912.jpg
2678,105,9.78044E+12,Frank Herbert,Chapterhouse: Dune,3.89,34822,https://images.gr-assets.com/books/1260954505m/105.jpg
2680,3476,9.78014E+12,Gwyn Hyman Rubio,Icy Sparks,3.68,34128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2705,5344,9.78032E+12,Charles Dickens,Hard Times: For These Times,3.5,34675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2725,1319,9.78045E+12,"Steven Pressfield, Robert McKee",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,4.07,31399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2749,3110,9.78074E+12,Sarah Vowell,Assassination Vacation,3.98,32176,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2754,4005,9.78072E+12,Paulo Coelho,O Monte Cinco,3.61,26060,https://images.gr-assets.com/books/1358268472m/4005.jpg
2765,3483,9.78067E+12,Marisha Pessl,Special Topics in Calamity Physics,3.7,29369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2787,9302,9.78006E+12,Marian Keyes,The Other Side of the Story,3.77,32185,https://images.gr-assets.com/books/1407107814m/9302.jpg
2804,8953,9.78044E+12,Rodman Philbrick,Freak the Mighty,3.98,34587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2810,9838,9.78032E+12,"Åsne Seierstad, Ingrid Christopherson",Bokhandleren i Kabul,3.76,30531,https://images.gr-assets.com/books/1388611939m/9838.jpg
2818,4983,9.78079E+12,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",Kurt Vonnegut's Cat Cradle,4.35,27519,https://images.gr-assets.com/books/1297118346m/4983.jpg
2828,4538,9.78069E+12,E.L. Konigsburg,The View from Saturday,3.74,36803,https://images.gr-assets.com/books/1476944774m/4538.jpg
2844,8155,9.78031E+12,Barbara Taylor Bradford,A Woman of Substance,4.16,31309,https://images.gr-assets.com/books/1330029941m/8155.jpg
2854,9298,9.78006E+12,Marian Keyes,Last Chance Saloon,3.78,32255,https://images.gr-assets.com/books/1407708818m/9298.jpg
2857,7723,9.78159E+12,"Franz Kafka, Jason Baker, Donna Freed",Die Verwandlung und andere Erzählungen,4.01,29817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2859,3049,9.78045E+12,"Unknown, Burton Raffel, Neil D. Isaacs",Gawayn and þe Grene Knyȝt,3.68,36477,https://images.gr-assets.com/books/1309282183m/3049.jpg
2860,4921,9.78014E+12,Jerome K. Jerome,Three Men in a Boat (To Say Nothing of the Dog),3.9,30250,https://images.gr-assets.com/books/1392791656m/4921.jpg
2862,6419,9.78031E+12,Janet Evanovich,Plum Lovin',3.7,43643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2864,9570,9.78184E+12,Tom Robbins,Another Roadside Attraction,3.97,25777,https://images.gr-assets.com/books/1327866271m/9570.jpg
2880,2517,9.78038E+12,"Orhan Pamuk, Erdağ M. Göknar",Benim Adım Kırmızı,3.83,27314,https://images.gr-assets.com/books/1374015288m/2517.jpg
2899,9595,9.78039E+12,Kurt Vonnegut Jr.,Slapstick,3.87,27371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2902,7493,9.78038E+12,Joseph J. Ellis,Founding Brothers: The Revolutionary Generation,3.92,31610,https://images.gr-assets.com/books/1388791106m/7493.jpg
2915,3467,9.78038E+12,Jeanne DuPrau,The People of Sparks,3.65,40859,https://images.gr-assets.com/books/1397931991m/3467.jpg
2916,5954,9.78037E+12,"Hermann Hesse, Ursule Molinaro",Narziß und Goldmund,4.19,25544,https://images.gr-assets.com/books/1374680750m/5954.jpg
2923,4954,9.7814E+12,Dave Eggers,You Shall Know Our Velocity!,3.62,23985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2936,3698,9.78014E+12,"Graham Greene, Robert  Stone",The Quiet American,3.96,30395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2938,6541,9.78043E+12,Patricia Cornwell,Cause of Death,3.93,35742,https://images.gr-assets.com/books/1327632787m/6541.jpg
2948,3465,9.78045E+12,"Nicholas Sparks, Micah Sparks",Three Weeks with My Brother,4.01,32208,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2952,2159,9.78045E+12,John Perkins,Confessions of an Economic Hit Man,3.83,19726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2955,4625,9.78068E+12,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway,4.28,28129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2960,9594,9.7801E+12,Kurt Vonnegut Jr.,Timequake,3.71,23562,https://images.gr-assets.com/books/1405784951m/9594.jpg
2967,9943,9.78084E+12,Francine Rivers,The Atonement Child,4.26,29250,https://images.gr-assets.com/books/1406513472m/9943.jpg
2968,6862,9.78039E+12,Ian McEwan,Amsterdam,3.41,30469,https://images.gr-assets.com/books/1403191209m/6862.jpg
3022,7039,9.78035E+12,Alexander McCall Smith,Tears of the Giraffe,3.95,35205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3026,9601,9.78039E+12,Kurt Vonnegut Jr.,Bluebeard,4.02,27011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3053,119,9.78062E+12,Gary Russell,The Lord of the Rings: The Art of The Fellowship of the Ring,4.59,24340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3057,8252,9.78006E+12,"Laura Ingalls Wilder, Garth Williams",Farmer Boy,4.05,39863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3063,4035,9.78045E+12,Scott Turow,The Burden of Proof,4.05,29103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3069,3977,9.78055E+12,Dan Simmons,Endymion,4.14,30664,https://images.gr-assets.com/books/1329611385m/3977.jpg
3076,4708,9.78074E+12,F. Scott Fitzgerald,The Beautiful and Damned,3.75,26597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3094,5347,9.7801E+12,John Grisham,Bleachers,3.46,27719,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3104,5181,9.78067E+12,Bret Lott,Jewel (Oprah's Book Club),3.64,31851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3127,4477,9.78031E+12,"Atul Gawande, Susanne Kuhlmann-Krieg",Complications: A Surgeon's Notes on an Imperfect Science,4.23,26267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3133,823,9.78006E+12,Neal Stephenson,Quicksilver,3.92,27675,https://images.gr-assets.com/books/1377095669m/823.jpg
3139,7805,9.78014E+12,Vladimir Nabokov,Pale Fire,4.19,26377,https://images.gr-assets.com/books/1388155863m/7805.jpg
3141,5338,9.78014E+12,"Charles Dickens, Michael Slater",A Christmas Carol and Other Christmas Writings,4.13,28675,https://images.gr-assets.com/books/1388952779m/5338.jpg
3154,6751,9.78032E+12,David Foster Wallace,Consider the Lobster,4.25,26551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3165,6174,9.78068E+12,"Primo Levi, Stuart J. Woolf, Philip Roth",Se questo è un uomo,4.28,25625,https://images.gr-assets.com/books/1414374949m/6174.jpg
3200,4796,9.78014E+12,"John Steinbeck, Susan Shillinglaw",The Winter of our Discontent,3.99,28050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3215,1362,9.78014E+12,"Herodotus, Aubrey de Sélincourt, John M. Marincola",Ἰστορίαι,3.97,28870,https://images.gr-assets.com/books/1399225547m/1362.jpg
3223,6870,9.7801E+12,Ian McEwan,Enduring Love,3.62,26390,https://images.gr-assets.com/books/1313656531m/6870.jpg
3238,8680,9.78055E+12,Tom Robbins,Fierce Invalids Home From Hot Climates,4.01,22847,https://images.gr-assets.com/books/1327866336m/8680.jpg
3253,6538,9.78043E+12,Patricia Cornwell,Portrait of a Killer: Jack The Ripper - Case Closed,3.44,28506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3271,5128,9.78006E+12,Aldous Huxley,The Doors of Perception & Heaven and Hell,3.96,24213,https://images.gr-assets.com/books/1375947566m/5128.jpg
3275,5180,9.78043E+12,Sheri Reynolds,The Rapture of Canaan,3.8,30267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3282,4264,9.78157E+12,Nick Hornby,Fever Pitch,3.72,25374,https://images.gr-assets.com/books/1426114203m/4264.jpg
3305,3061,9.7804E+12,"Kimon Nicolaides, Mamie Harmon",The Natural Way to Draw,3.88,30880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3310,67,9.78006E+12,Edward P. Jones,The Known World,3.82,26550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3346,9555,9.78068E+12,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",象の消滅 [Zō no shōmetsu],3.88,23950,https://images.gr-assets.com/books/1391384346m/9555.jpg
3364,703,9.7814E+12,Philip Roth,The Plot Against America,3.71,26262,https://images.gr-assets.com/books/1327711853m/703.jpg
3374,4820,9.78067E+12,Nathaniel Philbrick,"Mayflower: A Story of Courage, Community, and War",3.86,25752,https://images.gr-assets.com/books/1474488130m/4820.jpg
3376,6462,9.7814E+12,Joseph J. Ellis,His Excellency: George Washington,3.9,27178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3381,8965,9.78032E+12,Darren Shan,"The Vampire's Assistant (Cirque du Freak, #2) ",4.12,29943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3383,8765,9.78031E+12,Nora Ephron,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,3.65,29749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3385,415,9.78014E+12,Thomas Pynchon,Gravity's Rainbow,4.03,24990,https://images.gr-assets.com/books/1414969925m/415.jpg
3392,3686,9.78006E+12,Ann Patchett,Truth & Beauty: A Friendship,3.94,26344,https://images.gr-assets.com/books/1410140355m/3686.jpg
3401,597,9.78074E+12,Chuck Klosterman,Killing Yourself to Live: 85% of a True Story,3.85,23015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3403,9589,9.78043E+12,Kurt Vonnegut Jr.,Hocus Pocus,3.81,23046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3449,6748,9.78032E+12,David Foster Wallace,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,4.28,23272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3460,2615,9.78006E+12,Clayton M. Christensen,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),4,21997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3490,9820,9.78038E+12,Wallace Stegner,Crossing to Safety,4.16,25578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3494,2095,9.78055E+12,Stephen Hawking,The Universe in a Nutshell,4.13,23596,https://images.gr-assets.com/books/1159814395m/2095.jpg
3497,5296,9.78049E+12,Oscar Wilde,An Ideal Husband,4.03,29952,https://images.gr-assets.com/books/1417045098m/5296.jpg
3549,10,9.78044E+12,J.K. Rowling,"Harry Potter Collection (Harry Potter, #1-6)",4.73,24618,https://images.gr-assets.com/books/1328867351m/10.jpg
3557,7797,9.78001E+12,"Theo LeSieg, Roy McKie",Ten Apples Up on Top,4.11,28034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3559,4645,9.78068E+12,Ernest Hemingway,The Snows of Kilimanjaro and Other Stories,3.88,21365,https://images.gr-assets.com/books/1400889884m/4645.jpg
3563,9475,9.78044E+12,Jenny Nimmo,Midnight for Charlie Bone,3.79,32917,https://images.gr-assets.com/books/1328868798m/9475.jpg
3569,9827,9.78039E+12,James Clavell,King Rat,4.1,25071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3579,5182,9.78014E+12,Mary McGarry Morris,Songs in Ordinary Time,3.68,27034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3584,4701,9.78039E+12,Mark Haddon,A Spot of Bother,3.46,23676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3589,7673,9.78006E+12,Michael Crichton,Eaters of the Dead,3.64,24885,https://images.gr-assets.com/books/1388369310m/7673.jpg
3675,9282,9.78044E+12,Nicholas Evans,The Smoke Jumper,4.05,25668,https://images.gr-assets.com/books/1403193693m/9282.jpg
3691,9531,9.78079E+12,"Dave Barry, Ridley Pearson, Greg Call",Peter and the Shadow Thieves,4.15,29555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3699,4692,9.78075E+12,Noah Gordon,The Physician,4.35,19310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3743,4909,9.78074E+12,Frank McCourt,Teacher Man,3.73,23736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3771,6697,9.78006E+12,Rebecca Wells,Little Altars Everywhere,3.55,25045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3778,9646,9.78016E+12,"George Orwell, Lionel Trilling",Homage to Catalonia,4.14,22227,https://images.gr-assets.com/books/1394868278m/9646.jpg
3783,6613,9.7808E+12,Candace Bushnell,Four Blondes,2.8,22278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3787,3562,9.78055E+12,L.M. Montgomery,Emily of New Moon,4.09,33317,https://images.gr-assets.com/books/1327883976m/3562.jpg
3799,7035,9.7814E+12,Alexander McCall Smith,Morality for Beautiful Girls,3.97,29574,https://images.gr-assets.com/books/1379303019m/7035.jpg
3807,3895,9.78061E+12,"Ina Garten, Melanie Acevedo",The Barefoot Contessa Cookbook,4.21,22497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3814,5508,9.78014E+12,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25,22725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3828,9503,9.78035E+12,Amy Tan,Saving Fish from Drowning: A Novel,3.41,24579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3850,29,9.78038E+12,Bill Bryson,The Mother Tongue: English and How It Got That Way,3.95,24133,https://images.gr-assets.com/books/1388209925m/29.jpg
3865,5575,9.78045E+12,James Patterson,Virgin,3.87,25426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3874,5695,9.78068E+12,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",Бесы,4.26,20615,https://images.gr-assets.com/books/1386958613m/5695.jpg
3885,2094,9.78055E+12,"Stephen Hawking, Leonard Mlodinow",A Briefer History of Time,4.19,19838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3896,4656,9.78035E+12,John Irving,The Fourth Hand,3.3,23277,https://images.gr-assets.com/books/1375776688m/4656.jpg
3898,8957,9.78032E+12,Darren Shan,"Tunnels of Blood (Cirque du Freak, #3) ",4.14,26287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3902,3882,9.7814E+12,Rachael Ray,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),3.68,21573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3915,1519,9.78014E+12,"Aeschylus, Robert Fagles, William Bedell Stanford",Ὀρέστεια,3.99,24588,https://images.gr-assets.com/books/1391822282m/1519.jpg
3926,1426,9.78006E+12,Paulo Coelho,Manual do guerreiro da luz,3.69,19063,https://images.gr-assets.com/books/1359135200m/1426.jpg
